product_name,genre,price,stock
Never Talk to Strangers,Crime|Drama|Romance|Thriller,454597,80
Mars Attacks!,Action|Comedy|Sci-Fi,975592,71
Lucky Lady,Comedy|Drama,282136,67
The Improv: 50 Years Behind the Brick Wall,Comedy|Documentary,868200,79
Felix the Cat: The Movie,Adventure|Animation|Children|Fantasy|Musical|Sci-Fi,464723,88
"Welcome Home, Roscoe Jenkins",Comedy,205464,82
"Profession of Arms, The (Il mestiere delle armi)",Adventure|Drama|War,917260,96
Sword of the Valiant,Action|Adventure|Fantasy|Romance,459932,67
"Now You See Him, Now You Don't",Comedy|Sci-Fi,174775,59
From One Second to the Next,Documentary,321206,79
Killers from Space,Sci-Fi,667030,95
Werner - Gekotzt wird später,Animation|Comedy,981244,90
"Magician, The (Ansiktet)",Drama,254521,74
"Hippie Revolution, The",Documentary,824152,64
"My Son, My Son, What Have Ye Done",Drama|Horror,806507,52
Asoka (Ashoka the Great),Action|Drama|Romance,771292,64
Street Scenes ,Documentary,478941,71
Alex Cross,Action|Crime|Mystery|Thriller,810613,93
Boy,Drama|Romance,307952,58
Oh My God,Documentary,682838,69
V2: Dead Angel (Vares 2 - Jäätynyt Enkeli),Action|Comedy|Crime,841865,94
"Desperados, The",Western,235953,73
Antz,Adventure|Animation|Children|Comedy|Fantasy,535862,96
Tales from the Gimli Hospital,Fantasy|Horror,139777,52
One Night Stand,Drama,840364,67
My Foolish Heart,Drama,684313,75
1981,Comedy|Drama|Romance,540267,78
Moon 44,Action|Film-Noir|Sci-Fi|Thriller,909447,55
Blue Crush,Adventure|Drama|Romance,911898,96
What Time Is It There? (Ni neibian jidian),Drama,275231,64
In Search of the Castaways,Adventure|Children,936540,100
Mozart and the Whale,Comedy|Drama|Romance,337403,66
Hesher,Drama,646268,79
What Price Glory,Comedy|Drama|War,892335,92
His New Profession,Comedy,985319,74
Two Sons of Francisco (2 Filhos de Francisco - A História de Zezé di Camargo & Luciano),Drama,272083,83
Method to the Madness of Jerry Lewis,Documentary,518569,92
Chinaman (Kinamand),Drama,680118,65
D.O.A.,Documentary,591091,58
Class of Nuke 'Em High,Comedy|Horror,114587,61
Epic Movie,Adventure|Comedy,715949,71
Bambi 2,Animation|Children|Drama,363352,62
Phantasm II,Action|Fantasy|Horror|Sci-Fi|Thriller,777688,81
"Woman in Red, The",Comedy|Romance,402847,65
Killer (Bulletproof Heart),Drama|Thriller,474657,69
"Secret of My Succe$s, The (a.k.a. The Secret of My Success)",Comedy|Romance,182187,97
11-11-11 (11-11-11: The Prophecy),Horror|Thriller,982575,78
Malta G.C.,Documentary|War,458378,78
Container,Drama|Horror,360819,54
Batch '81,Drama,740046,67
"Rocketeer, The",Action|Adventure|Sci-Fi,786574,73
"Promised Life, The (Vie promise, La)",Drama,308117,100
Howl's Moving Castle (Hauru no ugoku shiro),Adventure|Animation|Fantasy|Romance,690075,83
How High,Comedy,830456,55
Control,Crime|Sci-Fi|Thriller,210807,75
Go for It,Action|Adventure|Comedy,786234,57
Another Gay Movie,Comedy,479764,64
Phantoms,Drama|Horror|Thriller,215446,72
"Shape of Things, The",Drama,462142,94
Koran by Heart,Documentary,220329,63
In Their Sleep (Dans ton sommeil),Horror|Thriller,893023,62
Elephant,Drama,244875,84
"Beaches of Agnes, The (Plages d'Agnès, Les)",Documentary,741147,91
"Late Quartet, A",Drama,834077,56
Gaudi Afternoon,Comedy|Drama|Mystery,557208,65
Loputon Gehennan liekki,Documentary,398424,97
Mamitas,Drama,141288,79
Sleepover,Comedy,239963,53
Diplomatic Siege,Action|Thriller,732155,98
"Hustler, The",Drama,276830,57
"Marine, The",Action|Drama|Thriller,561123,57
Tiny Furniture,Comedy,772832,88
Uncle Boonmee Who Can Recall His Past Lives (Loong Boonmee raleuk chat),Drama|Fantasy,700377,56
"I Was Born, But... (a.k.a. Children of Tokyo) (Otona no miru ehon - Umarete wa mita keredo)",Comedy|Drama,496037,89
King's Ransom,Comedy|Crime,924355,65
"Kingdom II, The (Riget II)",Drama|Horror|Mystery,599122,86
Two Cents Worth of Hope (Due soldi di speranza),Comedy|Romance,699559,61
Once Upon a Time in Mexico,Action|Adventure|Crime|Thriller,866244,72
Runaway,Action|Animation|Comedy,149544,92
"Unvanquished, The (Aparajito)",Drama,734970,59
Caprice,Comedy|Crime|Thriller,973079,81
Shane,Drama|Western,855710,60
Charlie Chan in Egypt,Mystery,939751,97
Mystic River,Crime|Drama|Mystery,160349,50
Alexandra's Project,Drama|Thriller,658723,96
"Glimmer Man, The",Action|Thriller,430327,97
Bhaag Milka Bhaag,Drama,218973,85
How I Killed My Father (a.k.a. My Father and I) (Comment j'ai tué mon Père),Drama,624452,56
"Avengers, The",Action|Adventure,438796,92
"Toll of the Sea, The",Drama|Romance,677558,71
Underclassman,Action|Comedy|Thriller,442997,87
Hail Caesar,Comedy,412813,81
Gods of the Plague (Götter der Pest),Crime|Drama,272317,67
Mike Bassett: England Manager,Comedy,445072,79
"Idiots, The (Idioterne)",Comedy|Drama,601748,51
Faces,Drama,633457,87
Alphabet City,Crime|Drama|Thriller,496037,97
Barefoot in the Park,Comedy,426956,68
"Third Man, The",Film-Noir|Mystery|Thriller,840575,92
Russendisko,Comedy,409382,76
When the Levees Broke: A Requiem in Four Acts,Documentary,294679,80
The Boy Who Cried Werewolf,Children|Horror,527706,81
Committed,Comedy|Drama,507269,87
What the Day Owes the Night,Drama|Romance,793437,87
Perfect Sisters,Drama|Mystery,712374,63
Orlando,Drama|Fantasy|Romance,833717,76
Mad Love (Juana la Loca),Drama,471623,83
Superman Returns,Action|Adventure|Sci-Fi|IMAX,164076,88
Tapeheads,Comedy,533592,77
"Unexpected Love, An",Drama,369686,86
"Nun, The (La monja) ",Horror|Thriller,949647,83
"Thin Man Goes Home, The",Comedy|Crime|Mystery,138666,57
"Door in the Floor, The",Drama,155083,57
How 2 Build a Rapper,Comedy,863315,63
Visions of Light: The Art of Cinematography,Documentary,532082,79
Kevin Smith: Sold Out - A Threevening with Kevin Smith,Comedy|Documentary,484967,91
Miss Austen Regrets,Drama,127463,80
"Trip to Italy, The",Comedy|Drama,642269,80
Manon of the Spring,Drama,267729,69
"Conclave, The",Drama,928673,88
"Buffalo Bill and the Indians, or Sitting Bull's History Lesson (a.k.a. Buffalo Bill and the Indians)",Comedy|Western,811711,73
Why Does Herr R. Run Amok? (Warum läuft Herr R. Amok?),Drama,843485,67
Bitter Rice (Riso amaro),Drama,198071,58
Transcendence,Drama|Sci-Fi|IMAX,192449,84
Evidence,Documentary,776196,87
Al Capone,Crime|Drama,902634,81
Klute,Drama|Mystery,504968,50
Citizen Toxie: The Toxic Avenger IV,Action|Comedy|Horror,851721,95
Family Weekend,Comedy|Drama,521899,63
Rampart,Action|Crime|Drama|Thriller,854476,89
It's Good to Be Alive,Drama,905202,50
"Children of Huang Shi, The",Drama|War,972364,89
ZMD: Zombies of Mass Destruction,Comedy|Horror,505374,78
Patrice O'Neal: Elephant in the Room,Comedy,823413,83
Nobody's Fool,Comedy|Drama|Romance,925126,91
"Journey of Natty Gann, The",Adventure|Children,838677,79
Maryam,Drama,734446,58
"Vodka, Mr. Palmu (Vodkaa, komisario Palmu)",Crime|Mystery,635687,88
"Land That Time Forgot, The",Adventure|Sci-Fi,164958,51
Pajama Party,Comedy,724537,72
"Front, The",Comedy|Drama,630922,57
Mendy: A Question of Faith,Drama,570102,87
Champagne for Caesar,Comedy,594582,69
Ju-on: The Grudge 2,Horror,541012,96
House of Flying Daggers (Shi mian mai fu),Action|Drama|Romance,187719,93
"Eternal Return, The (L'éternel retour)",Drama|Romance,751439,64
Uncle Boonmee Who Can Recall His Past Lives (Loong Boonmee raleuk chat),Drama|Fantasy,491449,75
Incident at Oglala,Documentary,702162,97
Breakfast on Pluto,Comedy|Drama,214681,79
"Stranger, The",Action,515382,59
Man's Favorite Sport?,Comedy,754632,52
Heart of America,Drama,737845,94
Stranger on the Third Floor,Drama|Film-Noir,725877,80
"Funny Thing Happened on the Way to the Forum, A",Comedy|Musical,326759,83
Unmade Beds,Comedy|Drama,973157,83
Forbidden Games (Jeux interdits),Drama|War,725874,73
Give My Regards to Broad Street,Drama|Musical,508697,85
K2,Adventure|Drama,296076,88
"Vampir (Cuadecuc, vampir)",Documentary|Horror,683030,80
Radio Flyer,Drama,433834,63
Zulu,Action|Drama|War,861810,55
Yellow,Comedy|Drama,942092,92
Something in the Air (Apres Mai),Action|Drama,675170,53
A Magnificent Haunting,Drama,820257,54
"Last Days, The",Documentary,616215,75
Wild Boys of the Road,Adventure|Drama|Romance,407742,92
Mr. Nobody,Drama|Fantasy|Romance|Sci-Fi,796427,65
Silent Running,Drama|Sci-Fi,928986,77
Quand je serai petit,Drama,804239,64
Identity,Crime|Horror|Mystery|Thriller,275114,93
"Godfather: Part III, The",Crime|Drama|Mystery|Thriller,205625,61
Executive Action,Crime|Drama,256710,64
Man on Wire,Documentary,826608,63
The Rabbi's Cat (Le chat du rabbin),Adventure|Animation,904407,96
"Blue Angel, The",Drama|Musical,965202,67
Errors of the Human Body ,Drama|Sci-Fi|Thriller,636762,62
Uranus,Comedy|Drama,300410,52
Flight of the Navigator,Adventure|Children|Sci-Fi,937732,85
Skeleton Crew,Horror,260711,72
Bicentennial Man,Drama|Romance|Sci-Fi,175482,68
Red Sonja,Action|Adventure|Fantasy,403128,71
"Aquí llega Condemor, el pecador de la pradera",Comedy|Western,639374,78
"Atlantis, the Lost Continent",Adventure|Sci-Fi,472511,73
Richie Rich,Children|Comedy,340210,100
"Susana (Devil and the Flesh, The)",Drama|Romance,894110,74
A Spell to Ward Off the Darkness,Documentary,676388,61
Nowhere to Run,Action|Romance,816839,76
Stone Reader,Documentary,297906,59
"Red Tent, The (Krasnaya palatka)",Adventure|Drama|Fantasy,365831,58
"Best Years of Our Lives, The",Drama|War,895329,93
"Internecine Project, The",Action|Thriller,471603,79
"Winning of Barbara Worth, The",Drama|Romance|Western,563615,57
Manborg,Action|Adventure|Comedy,980612,75
What's the Worst That Could Happen?,Comedy,342393,61
Godzilla Raids Again (Gojira no gyakushû),Action|Drama|Horror|Romance|Sci-Fi,776996,56
Winter of Frozen Dreams,Crime|Drama,807462,70
To Hell and Back,Action|Drama|War,622086,85
Pohjanmaa,Drama,629910,99
Confessions of a Shopaholic,Comedy|Romance,583446,67
Orlando,Drama|Fantasy|Romance,409134,75
When I Walk,Documentary,844337,68
Breaking and Entering,Drama,936645,79
Islands in the Stream,Drama,716578,87
"Dark Crystal, The",Adventure|Fantasy,867024,84
Jesus Christ Superstar,Drama|Musical,840101,70
Monster House,Animation|Children|Fantasy|Mystery,107333,93
Chapiteau-show (Shapito-shou),Adventure|Comedy,230338,85
Sudden Fear,Film-Noir|Horror|Thriller,237688,67
Panic in Year Zero!,Horror|Sci-Fi|Thriller,726510,78
Familiar Ground,Comedy,670514,81
Milk and Honey,Drama,974751,58
Pilgrimage,Drama,678910,56
Edge of Madness,Drama,596118,98
Kopps,Action|Comedy,966244,97
Big Sur,Drama,796409,60
"Dark Lurking, The",Action|Horror|Sci-Fi,400060,100
"Crimson Rivers, The (Rivières pourpres, Les)",Crime|Drama|Mystery|Thriller,765775,69
Miss Pettigrew Lives for a Day,Comedy|Romance,266700,50
Dante 01,Sci-Fi|Thriller,948468,67
"Excuse Me Darling, But Lucas Loved Me",Comedy,783458,75
Dark Mirror,Thriller,993470,94
Halloweentown High,Adventure|Children|Comedy|Fantasy,578224,63
Broken English,Drama,888753,62
"Tulse Luper Suitcases, Part 1: The Moab Story, The",Adventure|Drama|Fantasy|Film-Noir,833033,81
Abbott and Costello Meet Frankenstein,Comedy|Horror,768661,71
Panda! Go Panda! Rainy Day Circus,Animation|Children,286523,96
Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios),Comedy|Drama,676831,52
Ondine,Drama|Fantasy|Romance,978185,53
Whirlygirl,Drama|Romance,135715,55
Mr. Jealousy,Comedy|Romance,485715,50
Coriolanus,Drama|Thriller,944684,69
Magnolia,Drama,119441,59
Yes,Drama,749395,67
With Byrd at the South Pole,Documentary,604870,72
Adelheid,Drama,424363,65
Divorce American Style,Comedy,547946,79
War and Peace (Voyna i mir),Drama|Romance|War,247309,96
The Chatterley Affair,Drama|Romance,905596,77
Jay-Z: Made in America,Documentary,754554,98
"Redes (Fishermen's Nets) (Wave, The)",Drama,606196,72
"Toy, The",Comedy,104286,52
Peter & the Wolf,Animation|Musical,117017,92
Petulia,Drama,633602,96
"Hundred and One Nights, A (Cent et une nuits de Simon Cinéma, Les)",Comedy,470864,69
Ego,Drama,184898,72
Bombay Beach,Documentary|Drama|Musical,958545,83
"Affairs of Anatol, The",Comedy|Drama,866812,90
Skin Deep,Comedy,854544,77
Julien Donkey-Boy,Drama,897405,88
Come Have Coffee with Us,Comedy,549396,61
Lone Star,Drama|Mystery|Western,992809,72
Chopping Mall (a.k.a. Killbots),Action|Horror|Sci-Fi,436818,74
"Girl in the Red Velvet Swing, The",Crime|Drama|Romance,324188,81
Here Comes Peter Cottontail ,Animation|Children|Musical,451217,54
Swing Time,Comedy|Musical|Romance,530368,85
Brick Lane,Drama,256039,89
My Wife Is a Gangster (Jopog manura),Action|Comedy|Romance,628116,68
Modris,Drama,337021,56
"Deathmaker, The (Totmacher, Der)",Crime|Drama,828599,96
"Caretakers, The",Drama,173110,61
"Way You Wanted Me, The (Sellaisena kuin sinä minut halusit)",Drama|Romance,707216,54
Theodora Goes Wild,Comedy|Romance,561507,54
Cabiria,Adventure|Drama|War,925323,58
Baggage Claim,Comedy,214339,73
Coco Before Chanel (Coco avant Chanel),Drama,331419,53
Tales from the Crypt,Horror,278101,78
Scanners,Horror|Sci-Fi|Thriller,162510,98
For Love of Ivy,Comedy|Drama|Romance,485757,51
"Beast Must Die, The",Horror|Mystery,895839,87
Windy Day (Tuulinen päivä),Drama,453018,72
Wonderland,Comedy|Documentary,633336,67
Costa Brava,Drama,682788,84
Tin Pan Alley,Drama|Musical|Romance,318002,51
"Calcium Kid, The",Comedy,170212,89
"Pest, The",Comedy,776563,86
"Prince of Tides, The",Drama|Romance,811565,51
The Very Thought of You,Drama|Romance,421134,63
Blackout (Murder by Proxy),Crime|Drama|Thriller,467498,77
Real Men,Comedy|Sci-Fi,290835,74
I Know What You Did Last Summer,Horror|Mystery|Thriller,783284,52
Hercules and the Circle of Fire,Action|Adventure|Fantasy,208208,90
"Cinderella Story, A",Comedy|Romance,251811,87
"Grand Seduction, The",Comedy,401706,99
Mad Detective (Sun taam),Action|Crime|Thriller,959615,96
Crime of Passion,Crime|Drama|Film-Noir,540311,93
My Perestroika,Documentary,909272,57
Black Rain,Action|Crime|Drama,837137,97
Blackwoods,Drama|Thriller,570641,58
"Wild Thornberrys Movie, The",Animation|Children|Comedy,276517,74
As Long as You've Got Your Health (Tant qu'on a la santé),Comedy,403430,79
Angel Heart,Film-Noir|Horror|Mystery|Thriller,711099,56
Angels with Dirty Faces,Crime|Drama,489435,58
Three Little Words,Comedy|Musical|Romance,665750,100
"Girl Next Door, The",Crime|Drama|Horror|Thriller,641451,97
I Love Trouble,Crime|Drama,140748,79
Paddington,Children|Comedy,888152,51
Time Stood Still (Il tempo si è fermato),Drama,540451,59
Children of the Revolution,Comedy,121597,93
War Photographer,Documentary|War,780683,54
"All Blossoms Again: Pedro Costa, Director (Tout refleurit: Pedro Costa, cinéaste)",Documentary,953087,60
Rated X,Drama,272445,97
Dorian Gray,Drama|Horror|Sci-Fi,121305,82
Even the Rain (También la lluvia),Drama,342746,57
"Guyver, The",Action|Comedy|Sci-Fi,394900,77
They Might Be Giants,Comedy|Mystery|Romance,744694,56
Bad Biology,Comedy|Fantasy|Thriller,714599,73
Chinese Coffee,Drama,396936,83
Death in Buenos Aires (Muerte en Buenos Aires),Crime|Drama|Romance,354231,59
Heatstroke,Thriller,240938,70
"Strawberry Statement, The",Drama|Romance,660527,54
Walter,Drama,447628,81
Promise of the Flesh (Yukcheui yaksok),(no genres listed),144643,95
"40-Year-Old Virgin, The",Comedy|Romance,651205,91
"Darwin Awards, The",Adventure|Comedy|Romance,798114,76
"Murderous Maids (Blessures assassines, Les)",Drama,866680,59
Love and a .45,Action|Comedy|Crime,780550,75
Shakespeare in Love,Comedy|Drama|Romance,286810,52
Megaforce,Action|Sci-Fi,472338,53
Treasure Island,Adventure|Children,639642,86
Chocolate Strawberry Vanilla,Comedy|Drama,670883,73
Gumshoe,Comedy|Crime|Drama|Mystery,889830,76
Lucas,Drama|Romance,248882,88
Pathfinder (Ofelas),Action|Adventure|Drama,631582,52
Something Borrowed,Comedy|Drama|Romance,190290,82
Far and Away,Adventure|Drama|Romance,244738,50
Strapped,Action|Drama,352710,73
Bachelor Apartment,Comedy|Drama|Romance,252411,65
Light It Up,Drama,597834,69
Hamlet 2,Comedy,539508,76
Contagion / Bio Slime,Horror,450068,86
Big Bad Wolf,Comedy|Horror,702169,72
"Last Command, The",Drama|War,482848,98
Harper,Crime|Drama|Mystery,830780,53
"Power of Kangwon Province, The (Kangwon-do ui him)",Drama,743170,95
"Luck, Trust & Ketchup: Robert Altman in Carver Country",Documentary,676969,79
Uuno in Spain,Comedy,966199,100
Adoration,Drama,373557,75
Already Dead,Action|Fantasy|Thriller,575447,80
Mutiny on the Bounty,Adventure|Drama|Romance,168219,81
Pigs,Comedy,932508,59
Dennis the Menace,Comedy,757392,73
Nine Lives,Horror|Thriller,522440,70
Piranha 3DD (a.k.a. Piranha DD),Comedy|Horror,133009,90
Time After Time,Sci-Fi|Thriller,353316,67
Special 26,Crime|Drama|Thriller,514504,94
Next of Kin,Action|Crime|Thriller,283949,65
Chronicle of the Years of Fire (Chronique des années de braise),Drama,163066,56
"Elvira, Mistress of the Dark",Comedy|Horror,331124,63
Deja Vu,Drama,581931,59
"Werewolf, The",Horror|Sci-Fi,307259,82
Diary of a Country Priest (Journal d'un curé de campagne),Drama,345082,60
"Rise and Fall of Legs Diamond, The",Crime,240768,78
Interceptor,Action|Sci-Fi,280859,75
Dear Wendy,Drama,596288,85
"Letter, The",Drama,413925,65
"Monitors, The",Comedy|Sci-Fi,636104,57
"Commare secca, La (Grim Reaper, The)",Drama|Mystery,316975,68
UHF,Comedy,568315,64
"Thief Lord, The",Adventure|Children|Fantasy,114692,69
Catch Me If You Can,Crime|Drama,779081,70
3 Ninjas Kick Back,Action|Children|Comedy,971264,85
Night and Day,Drama|Musical,509992,97
"Midsummer Night's Dream, A",Comedy|Fantasy|Romance,235938,94
"Men Who Made the Movies: Samuel Fuller, The",Documentary,514551,69
Just a Little Harmless Sex,Comedy|Romance,234872,98
"Susana (Devil and the Flesh, The)",Drama|Romance,698356,79
Crime at the Chinese Restaurant,Comedy|Mystery|Thriller,210639,61
Bamboozled,Comedy,653771,73
Secrets & Lies,Drama,188603,77
3 Backyards,Drama,544164,87
Guns at Batasi,Drama,185495,85
Teen Witch,Comedy,392196,75
Cloudland,Animation,578256,85
Precious,Drama,870801,98
Mama's Boy,Comedy|Drama,632494,92
102 Minutes That Changed America,Documentary,205451,91
Western Union,Western,423676,98
"Greatest Movie Ever Sold, The (POM Wonderful Presents: The Greatest Movie Ever Sold)",Documentary,856266,56
Dimensions of Dialogue (Moznosti dialogu),Animation|Comedy|Fantasy,980079,70
Stars in My Crown,Drama|Western,679319,94
News from a Personal War (Notícias de uma Guerra Particular),Documentary,473263,58
American Pie 2,Comedy,830173,92
"Comebacks, The",Comedy,112575,88
"Villain, The (Le Vilain)",Comedy,944375,77
"Experiment, The",Drama|Thriller,209848,93
Return to Never Land,Adventure|Animation|Children,973765,59
"Eel, The (Unagi)",Drama|Romance,840706,91
Christine,Horror,314999,68
28 Weeks Later,Horror|Sci-Fi|Thriller,385115,86
Chatroom,Crime|Drama|Mystery|Thriller,319529,51
The Party,Drama,600191,73
Two Mules for Sister Sara,Comedy|War|Western,348888,76
"Informant!, The",Comedy|Crime|Drama|Thriller,108289,76
Virtual JFK: Vietnam If Kennedy Had Lived,Documentary,410850,61
Puddle Cruiser,Comedy,566743,79
"Banger Sisters, The",Comedy|Drama,486354,87
Trailer Park Boys: The Movie,Comedy|Crime,709987,92
"Downfall (Untergang, Der)",Drama|War,443538,67
Jackass Number Two,Comedy|Documentary,363070,95
Venus & Fleur,(no genres listed),997977,91
Alias Betty (Betty Fisher et autres histoires),Crime|Drama,860295,80
Possessed (Besat),Action|Crime|Drama|Horror|Thriller,704359,96
"House with Laughing Windows, The (Casa dalle finestre che ridono, La)",Horror|Mystery|Thriller,107792,74
Extreme Movie,Comedy,453486,77
"Clonus Horror, The",Horror|Sci-Fi,730163,57
Space Odyssey: Voyage to the Planets,Documentary|Drama|Sci-Fi,565127,66
Corto Maltese: The Guilded House of Samarkand (La maison dorée de Samarkand),Adventure|Animation|Drama|Romance|War,938817,64
Scrooge,Drama|Fantasy|Musical,990957,61
Vai~E~Vem,Comedy|Drama,424371,65
Scarface,Action|Crime|Drama,397054,75
"Same River Twice, The",Documentary,917910,71
"Thousand Cuts, A",Thriller,591897,62
Mega Piranha,Action|Adventure|Horror|Sci-Fi,453316,53
Hooper,Action|Comedy,897131,50
I Want Someone to Eat Cheese With,Comedy,284628,52
"Separation, The (Séparation, La)",Drama,555284,99
Star 80,Drama,549436,96
"Shout, The",Drama|Horror,902717,52
Breathless (Ddongpari),Crime|Drama,407235,92
Känd från TV,Comedy,189314,89
Love Letters,Drama|Mystery|Romance,298071,88
Flight,Drama,712127,62
Game of Death II (a.k.a. Tower of Death) (Si wang ta),Action|Mystery,740274,64
Beautiful,Drama|Thriller,710989,94
Robin Williams: Weapons of Self Destruction,Comedy,402921,97
Happy Gilmore,Comedy,106762,66
Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro),Action|Crime|Drama,539762,100
Traffic (Trafic),Comedy,468101,59
Eraser,Action|Drama|Thriller,596935,60
Cape Fear,Crime|Drama|Thriller,596452,95
Indiscretion of an American Wife (a.k.a. Terminal Station) (Stazione Termini),Drama,125890,82
Persuasion,Drama|Romance,757374,89
Return to Lonesome Dove,Drama|Western,864817,55
